arm,domain,trace,regime,concurrency,output_tok_s,speedup_vs_baseline,saturation_concurrency,saturation_output_tok_s,saturation_speedup_vs_baseline
separate-draft-1.7B,conversational,sharegpt,8K,25,665.773503943918,0.8511049225313432,41,695.8405893784482,
separate-draft-1.7B,conversational,sharegpt,8K,41,695.8405893784482,,41,695.8405893784482,
separate-draft-1.7B,code,swebench,8K,1,131.84206701022336,1.3104546077344827,41,699.9737043092215,
separate-draft-1.7B,code,swebench,8K,5,400.72781661236473,1.101069206300797,41,699.9737043092215,
separate-draft-1.7B,code,swebench,8K,25,665.6956479069288,0.8502240475700569,41,699.9737043092215,
separate-draft-1.7B,code,swebench,8K,41,699.9737043092215,,41,699.9737043092215,
separate-draft-1.7B,summarization-short,cnn_short,8K,1,96.17806448119055,1.160864079717329,41,249.46924753567404,
separate-draft-1.7B,summarization-short,cnn_short,8K,5,197.46539602034687,0.9742464769065665,41,249.46924753567404,
separate-draft-1.7B,summarization-short,cnn_short,8K,25,247.14713090070066,0.8489857405452823,41,249.46924753567404,
separate-draft-1.7B,summarization-short,cnn_short,8K,41,249.46924753567404,,41,249.46924753567404,
separate-draft-1.7B,summarization-long,cnn_long,8K,1,110.66223840752873,1.1950934040057646,41,365.0515935713112,
separate-draft-1.7B,summarization-long,cnn_long,8K,5,277.6696040813561,1.0276184356744615,41,365.0515935713112,
separate-draft-1.7B,summarization-long,cnn_long,8K,25,361.32928721858286,0.8023217284162403,41,365.0515935713112,
separate-draft-1.7B,summarization-long,cnn_long,8K,41,365.0515935713112,,41,365.0515935713112,
separate-draft-1.7B,structured-JSON,edgar_json,8K,1,139.41022196733454,1.365973043746574,41,793.6588751929972,
separate-draft-1.7B,structured-JSON,edgar_json,8K,5,447.68328041773196,1.1664707353182313,41,793.6588751929972,
separate-draft-1.7B,structured-JSON,edgar_json,8K,25,747.8509058938423,0.8482054780544281,41,793.6588751929972,
separate-draft-1.7B,structured-JSON,edgar_json,8K,41,793.6588751929972,,41,793.6588751929972,
baseline,conversational,sharegpt,128K,1,100.37706111952586,1.0,4,308.18184639885044,1.0
baseline,conversational,sharegpt,128K,4,308.18184639885044,1.0,4,308.18184639885044,1.0
baseline,code,swebench,128K,1,100.35589477770532,1.0,4,308.24546323820516,1.0
baseline,code,swebench,128K,4,308.24546323820516,1.0,4,308.24546323820516,1.0
baseline,summarization-short,cnn_short,128K,1,82.85233401544396,1.0,4,186.48586333373285,1.0
baseline,summarization-short,cnn_short,128K,4,186.48586333373285,1.0,4,186.48586333373285,1.0
baseline,summarization-long,cnn_long,128K,1,90.71427469935495,1.0,4,234.63124178448103,1.0
baseline,summarization-long,cnn_long,128K,4,234.63124178448103,1.0,4,234.63124178448103,1.0
baseline,structured-JSON,edgar_json,128K,1,101.88563011726386,1.0,4,322.4687300285376,1.0
baseline,structured-JSON,edgar_json,128K,4,322.4687300285376,1.0,4,322.4687300285376,1.0
n-gram,conversational,sharegpt,128K,1,126.09632660077872,1.2562265242118134,4,281.4007034390722,0.9130995440752926
n-gram,conversational,sharegpt,128K,4,281.4007034390722,0.9130995440752926,4,281.4007034390722,0.9130995440752926
n-gram,code,swebench,128K,1,122.3512762162633,1.2191737863259469,4,344.3274784653734,1.1170561112177178
n-gram,code,swebench,128K,4,344.3274784653734,1.1170561112177178,4,344.3274784653734,1.1170561112177178
n-gram,summarization-short,cnn_short,128K,1,97.27243057148522,1.1740457493129077,4,196.81368839587864,1.0553812759719123
n-gram,summarization-short,cnn_short,128K,4,196.81368839587864,1.0553812759719123,4,196.81368839587864,1.0553812759719123
n-gram,summarization-long,cnn_long,128K,1,118.18998053951876,1.3028818334404781,4,247.40324192693083,1.0544343542885113
n-gram,summarization-long,cnn_long,128K,4,247.40324192693083,1.0544343542885113,4,247.40324192693083,1.0544343542885113
n-gram,structured-JSON,edgar_json,128K,1,134.70359586142646,1.3221059309972487,4,358.24446092330334,1.110943256084395
n-gram,structured-JSON,edgar_json,128K,4,358.24446092330334,1.110943256084395,4,358.24446092330334,1.110943256084395
EAGLE3,conversational,sharegpt,128K,1,94.18591268700328,0.93832108289014,4,250.68290424757072,0.8134252785387485
EAGLE3,conversational,sharegpt,128K,4,250.68290424757072,0.8134252785387485,4,250.68290424757072,0.8134252785387485
EAGLE3,code,swebench,128K,1,95.12520372090881,0.9478785868196102,4,286.68138277009473,0.9300425049518208
EAGLE3,code,swebench,128K,4,286.68138277009473,0.9300425049518208,4,286.68138277009473,0.9300425049518208
EAGLE3,summarization-short,cnn_short,128K,1,75.86282837008902,0.9156390012615447,4,176.60712852720795,0.9470268972139404
EAGLE3,summarization-short,cnn_short,128K,4,176.60712852720795,0.9470268972139404,4,176.60712852720795,0.9470268972139404
EAGLE3,summarization-long,cnn_long,128K,1,72.14680211115095,0.7953191749618208,4,184.1687663142047,0.7849285752123824
EAGLE3,summarization-long,cnn_long,128K,4,184.1687663142047,0.7849285752123824,4,184.1687663142047,0.7849285752123824
EAGLE3,structured-JSON,edgar_json,128K,1,95.4683750419716,0.9370151112781419,4,295.1153902423773,0.9151752178149504
EAGLE3,structured-JSON,edgar_json,128K,4,295.1153902423773,0.9151752178149504,4,295.1153902423773,0.9151752178149504
separate-draft,conversational,sharegpt,128K,1,131.86566292539572,1.313703165391286,2,242.6491160449144,
separate-draft,conversational,sharegpt,128K,2,242.6491160449144,,2,242.6491160449144,
separate-draft,code,swebench,128K,1,128.48213271184684,1.280264931087934,2,238.73958398013983,
separate-draft,code,swebench,128K,2,238.73958398013983,,2,238.73958398013983,
separate-draft,summarization-short,cnn_short,128K,1,89.99538115524379,1.0862141932956089,2,144.4594454944222,
separate-draft,summarization-short,cnn_short,128K,2,144.4594454944222,,2,144.4594454944222,
separate-draft,summarization-long,cnn_long,128K,1,108.86300726111361,1.2000647926900938,2,168.93929274660067,
separate-draft,summarization-long,cnn_long,128K,2,168.93929274660067,,2,168.93929274660067,
separate-draft,structured-JSON,edgar_json,128K,1,137.75032712579485,1.3520093752892632,2,242.33156040581088,
separate-draft,structured-JSON,edgar_json,128K,2,242.33156040581088,,2,242.33156040581088,
